,,,"Parkdale--High Park [Federal electoral district], Ontario",,,,,,"Ontario [Province]"
"Topic","Characteristics","Note","Total","Flag_Total","Male","Flag_Male","Female","Flag_Female","Total","Flag_Total","Male","Flag_Male","Female","Flag_Female"
"Mother tongue","            Portuguese",,    1810,,     860,,     950,,  150000,,   72280,,   77715,
"Mother tongue","            Romanian",,     355,,     160,,     200,,   41755,,   19565,,   22190,
"Mother tongue","            Spanish",,    2490,,    1165,,    1325,,  191025,,   90390,,  100630,
"Mother tongue","            Italic (Romance) languages; n.i.e.",,       5,,       0,,       5,,     420,,     200,,     215,
"Mother tongue","        Japanese",,     320,,     105,,     215,,   13260,,    4590,,    8670,
"Mother tongue","        Kartvelian languages",,      35,,      15,,      15,,    1200,,     635,,     565,
"Mother tongue","          Georgian",,      35,,      15,,      15,,    1200,,     635,,     565,
"Mother tongue","        Korean",,     675,,     280,,     390,,   69775,,   32035,,   37740,
"Mother tongue","        Mongolic languages",,      15,,       5,,       5,,     405,,     180,,     220,
"Mother tongue","          Mongolian",,      15,,      10,,       5,,     405,,     180,,     225,
"Mother tongue","        Niger-Congo languages",,     240,,     120,,     120,,   35760,,   16705,,   19050,
"Mother tongue","          Akan (Twi)",,      40,,      20,,      25,,    9695,,    4510,,    5190,
"Mother tongue","          Bamanankan",,       0,,       0,,       0,,     140,,      60,,      80,
"Mother tongue","          Edo",,       5,,       0,,       5,,    1140,,     475,,     670,
"Mother tongue","          Ewe",,       0,,       5,,       0,,     560,,     270,,     295,
"Mother tongue","          Fulah (Pular; Pulaar; Fulfulde)",,       0,,       0,,       0,,     365,,     180,,     185,
"Mother tongue","          Ga",,       0,,       0,,       0,,     600,,     275,,     325,
"Mother tongue","          Ganda",,      15,,      10,,       5,,     760,,     360,,     400,
"Mother tongue","          Igbo",,       5,,       5,,       0,,    2090,,    1080,,    1010,
"Mother tongue","          Lingala",,       5,,       0,,       5,,     850,,     365,,     485,
"Mother tongue","          Rundi (Kirundi)",,       5,,       0,,       0,,    1430,,     640,,     785,
"Mother tongue","          Kinyarwanda (Rwanda)",,      10,,       5,,       5,,    1330,,     545,,     785,
"Mother tongue","          Shona",,      15,,       5,,       5,,    1455,,     660,,     790,
"Mother tongue","          Swahili",,      40,,      25,,      15,,    5525,,    2540,,    2985,
"Mother tongue","          Wolof",,       5,,       5,,       5,,     290,,     145,,     150,
"Mother tongue","          Yoruba",,      15,,      10,,       5,,    4365,,    2260,,    2105,
"Mother tongue","          Niger-Congo languages; n.i.e.",,      85,,      35,,      45,,    5155,,    2345,,    2810,
"Mother tongue","        Nilo-Saharan languages",,      10,,       5,,       5,,    1610,,     810,,     800,
"Mother tongue","          Dinka",,       5,,       0,,       5,,     345,,     170,,     175,
"Mother tongue","          Nilo-Saharan languages; n.i.e.",,       5,,       0,,       5,,    1260,,     635,,     625,
"Mother tongue","        Sign languages",,      10,,      15,,       0,,    3030,,    1570,,    1455,
"Mother tongue","          American Sign Language",,       0,,       0,,       0,,    1305,,     640,,     670,
"Mother tongue","          Quebec Sign Language",,       0,,       0,,       0,,      20,,      10,,      15,
"Mother tongue","          Sign languages; n.i.e",,      15,,      10,,       0,,    1700,,     925,,     780,
"Mother tongue","        Sino-Tibetan languages",,    4375,,    2010,,    2355,,  611795,,  284865,,  326935,
"Mother tongue","          Chinese languages",,    2300,,     970,,    1325,,  602610,,  280340,,  322270,
"Mother tongue","            Cantonese",,    1165,,     515,,     660,,  275315,,  128090,,  147220,
"Mother tongue","            Hakka",,      15,,       5,,      10,,    6985,,    3140,,    3840,
"Mother tongue","            Mandarin",,     885,,     365,,     520,,  283735,,  132275,,  151460,
"Mother tongue","            Min Dong",,       5,,       0,,       0,,     855,,     405,,     450,
"Mother tongue","            Min Nan (Chaochow; Teochow; Fukien; Taiwanese)",,     115,,      45,,      65,,   13545,,    6240,,    7300,
"Mother tongue","            Wu (Shanghainese)",,      25,,      10,,      20,,    6300,,    2825,,    3470,
"Mother tongue","            Chinese; n.o.s.",,      95,,      40,,      55,,   15645,,    7235,,    8410,
"Mother tongue","            Chinese languages; n.i.e.",,       0,,       0,,       5,,     240,,     120,,     120,
"Mother tongue","          Tibeto-Burman languages",,    2070,,    1040,,    1030,,    9185,,    4520,,    4660,
"Mother tongue","            Burmese",,      30,,      15,,      15,,    1640,,     775,,     865,
"Mother tongue","            Karenic languages",,       0,,       0,,       0,,    1730,,     865,,     860,
"Mother tongue","            Tibetan",,    2035,,    1025,,    1005,,    5115,,    2530,,    2585,
"Mother tongue","            Tibeto-Burman languages; n.i.e.",,       5,,       5,,       5,,     700,,     345,,     350,
"Mother tongue","        Tai-Kadai languages",,      45,,      15,,      30,,    8485,,    3535,,    4945,
"Mother tongue","          Lao",,      15,,      10,,      10,,    5190,,    2480,,    2710,
"Mother tongue","          Thai",,      30,,       5,,      25,,    3270,,    1045,,    2220,
"Mother tongue","          Tai-Kadai languages; n.i.e",,       0,,       0,,       0,,      25,,      10,,      15,
"Mother tongue","        Turkic languages",,     240,,     140,,     100,,   22615,,   11745,,   10870,
"Mother tongue","          Azerbaijani",,      10,,      10,,       0,,    1990,,    1070,,     920,
"Mother tongue","          Turkish",,     200,,     110,,      85,,   18415,,    9610,,    8810,
"Mother tongue","          Uyghur",,       5,,       5,,       0,,     515,,     255,,     260,
"Mother tongue","          Uzbek",,      20,,      15,,      10,,    1055,,     515,,     545,
"Mother tongue","          Turkic languages; n.i.e.",,       0,,       0,,       0,,     640,,     295,,     345,
"Mother tongue","        Uralic languages",,    1140,,     540,,     600,,   50670,,   23095,,   27570,
"Mother tongue","          Estonian",,     170,,      65,,     105,,    4205,,    1810,,    2400,
"Mother tongue","          Finnish",,      55,,      20,,      30,,    9720,,    4140,,    5580,
"Mother tongue","          Hungarian",,     915,,     445,,     465,,   36740,,   17150,,   19590,
"Mother tongue","          Uralic languages; n.i.e.",,       0,,       0,,       0,,       0,,       0,,       0,
"Mother tongue","        Other languages; n.i.e.",,       5,,       5,,       0,,    1475,,     780,,     690,
"Language spoken most often at home","Total - Language spoken most often at home for the total population excluding institutional residents - 100% data",19,  106985,,   51405,,   55580,,13312865,, 6503875,, 6808990,
"Language spoken most often at home","  Single responses",,  101265,,   48780,,   52485,,12522045,, 6123955,, 6398085,
"Language spoken most often at home","    Official languages",,   86010,,   41835,,   44180,,10605725,, 5214425,, 5391300,
"Language spoken most often at home","      English",,   84970,,   41395,,   43580,,10328680,, 5084885,, 5243800,
"Language spoken most often at home","      French",,    1040,,     440,,     600,,  277045,,  129540,,  147500,
"Language spoken most often at home","    Non-official languages",,   15250,,    6945,,    8305,, 1916315,,  909530,, 1006780,
"Language spoken most often at home","      Aboriginal languages",,       0,,       0,,       0,,    9210,,    4600,,    4610,
"Language spoken most often at home","        Algonquian languages",,       0,,       0,,       0,,    8685,,    4370,,    4320,
"Language spoken most often at home","          Blackfoot",,       0,,       0,,       0,,       0,,       0,,       0,
"Language spoken most often at home","          Cree-Montagnais languages",,       0,,       0,,       0,,    2370,,    1205,,    1165,
"Language spoken most often at home","            Atikamekw",,       0,,       0,,       0,,       0,,       0,,       0,
"Language spoken most often at home","            Montagnais (Innu)",,       0,,       0,,       0,,       5,,       5,,       5,
"Language spoken most often at home","            Moose Cree",,       0,,       0,,       0,,      10,,      10,,       5,
"Language spoken most often at home","            Naskapi",,       0,,       0,,       0,,      10,,       5,,       5,
"Language spoken most often at home","            Northern East Cree",,       0,,       0,,       0,,      20,,      10,,      15,
"Language spoken most often at home","            Plains Cree",,       0,,       0,,       0,,       0,,       0,,       0,
"Language spoken most often at home","            Southern East Cree",,       0,,       0,,       0,,       0,,       0,,       0,
"Language spoken most often at home","            Swampy Cree",,       0,,       0,,       0,,     105,,      50,,      55,
"Language spoken most often at home","            Woods Cree",,       0,,       0,,       0,,       5,,       5,,       0,
"Language spoken most often at home","            Cree; n.o.s.",,       0,,       0,,       0,,    2220,,    1135,,    1085,
"Language spoken most often at home","          Eastern Algonquian languages",,       0,,       0,,       0,,       5,,       5,,       5,
"Language spoken most often at home","            Malecite",,       0,,       0,,       0,,       0,,       0,,       0,
"Language spoken most often at home","            Mi'kmaq",,       0,,       0,,       0,,       5,,       5,,       0,
"Language spoken most often at home","          Ojibway-Potawatomi languages",,       0,,       0,,       0,,    6305,,    3155,,    3145,
"Language spoken most often at home","            Algonquin",,       0,,       0,,       0,,       5,,       0,,       0,
"Language spoken most often at home","            Ojibway",,       5,,       0,,       0,,    3315,,    1695,,    1620,
"Language spoken most often at home","            Oji-Cree",,       0,,       0,,       0,,    2905,,    1420,,    1490,
"Language spoken most often at home","            Ottawa (Odawa)",,       0,,       0,,       0,,      75,,      40,,      35,
"Language spoken most often at home","          Algonquian languages; n.i.e.",,       0,,       0,,       0,,       5,,       0,,       0,
"Language spoken most often at home","        Athabaskan languages",,       0,,       0,,       0,,      20,,      10,,      10,
"Language spoken most often at home","          Northern Athabaskan languages",,       0,,       0,,       0,,      15,,      10,,      10,
"Language spoken most often at home","            Babine (Wetsuwet'en)",,       0,,       0,,       0,,       0,,       0,,       0,
"Language spoken most often at home","            Beaver",,       0,,       0,,       0,,       0,,       0,,       0,
"Language spoken most often at home","            Carrier",,       0,,       0,,       0,,       0,,       5,,       0,
"Language spoken most often at home","            Chilcotin",,       0,,       0,,       0,,       0,,       0,,       0,
"Language spoken most often at home","            Dene",,       0,,       0,,       0,,       5,,       0,,       5,
"Language spoken most often at home","            Dogrib (Tlicho)",,       0,,       0,,       0,,       0,,       0,,       5,
"Language spoken most often at home","            Gwich'in",,       0,,       0,,       0,,       5,,       0,,       0,
"Language spoken most often at home","            Sarsi (Sarcee)",,       0,,       0,,       0,,       5,,       5,,       0,
"Language spoken most often at home","            Sekani",,       0,,       0,,       0,,       0,,       0,,       0,
"Language spoken most often at home","            Slavey-Hare languages",,       0,,       0,,       0,,       0,,       0,,       0,
