,,,"Canada [Country]",,,,,,"Ontario [Province]"
"Topic","Characteristics","Note","Total","Flag_Total","Male","Flag_Male","Female","Flag_Female","Total","Flag_Total","Male","Flag_Male","Female","Flag_Female"
"Mother tongue","              Urdu",,  210815,,  106960,,  103860,,  152385,,   76795,,   75595,
"Mother tongue","            Iranian languages",,  242805,,  122835,,  119970,,  139675,,   70270,,   69405,
"Mother tongue","              Kurdish",,   11705,,    6345,,    5355,,    6665,,    3615,,    3050,
"Mother tongue","              Pashto",,   16910,,    8760,,    8145,,   10950,,    5630,,    5315,
"Mother tongue","              Persian (Farsi)",,  214200,,  107725,,  106470,,  122070,,   61025,,   61040,
"Mother tongue","            Indo-Iranian languages; n.i.e.",,    5180,,    2755,,    2425,,    2565,,    1350,,    1215,
"Mother tongue","          Italic (Romance) languages",, 1154270,,  558660,,  595615,,  614525,,  295030,,  319490,
"Mother tongue","            Catalan",,     865,,     440,,     425,,     285,,     150,,     135,
"Mother tongue","            Italian",,  375635,,  184415,,  191220,,  231040,,  112440,,  118600,
"Mother tongue","            Portuguese",,  221540,,  106630,,  114910,,  150000,,   72280,,   77715,
"Mother tongue","            Romanian",,   96665,,   46195,,   50470,,   41755,,   19565,,   22190,
"Mother tongue","            Spanish",,  458850,,  220605,,  238245,,  191025,,   90390,,  100630,
"Mother tongue","            Italic (Romance) languages; n.i.e.",,     720,,     380,,     340,,     420,,     200,,     215,
"Mother tongue","        Japanese",,   43640,,   14790,,   28855,,   13260,,    4590,,    8670,
"Mother tongue","        Kartvelian languages",,    1715,,     910,,     805,,    1200,,     635,,     565,
"Mother tongue","          Georgian",,    1715,,     910,,     805,,    1200,,     635,,     565,
"Mother tongue","        Korean",,  153425,,   70310,,   83115,,   69775,,   32035,,   37740,
"Mother tongue","        Mongolic languages",,    1575,,     690,,     885,,     405,,     180,,     220,
"Mother tongue","          Mongolian",,    1575,,     690,,     880,,     405,,     180,,     225,
"Mother tongue","        Niger-Congo languages",,   91375,,   45075,,   46305,,   35760,,   16705,,   19050,
"Mother tongue","          Akan (Twi)",,   13455,,    6490,,    6970,,    9695,,    4510,,    5190,
"Mother tongue","          Bamanankan",,    1535,,     815,,     720,,     140,,      60,,      80,
"Mother tongue","          Edo",,    1670,,     770,,     900,,    1140,,     475,,     670,
"Mother tongue","          Ewe",,    1760,,     950,,     805,,     560,,     270,,     295,
"Mother tongue","          Fulah (Pular; Pulaar; Fulfulde)",,    2825,,    1495,,    1335,,     365,,     180,,     185,
"Mother tongue","          Ga",,     920,,     445,,     470,,     600,,     275,,     325,
"Mother tongue","          Ganda",,    1295,,     625,,     665,,     760,,     360,,     400,
"Mother tongue","          Igbo",,    4235,,    2265,,    1970,,    2090,,    1080,,    1010,
"Mother tongue","          Lingala",,    3810,,    1785,,    2025,,     850,,     365,,     485,
"Mother tongue","          Rundi (Kirundi)",,    5845,,    2785,,    3060,,    1430,,     640,,     785,
"Mother tongue","          Kinyarwanda (Rwanda)",,    5250,,    2355,,    2895,,    1330,,     545,,     785,
"Mother tongue","          Shona",,    3180,,    1520,,    1665,,    1455,,     660,,     790,
"Mother tongue","          Swahili",,   13370,,    6385,,    6990,,    5525,,    2540,,    2985,
"Mother tongue","          Wolof",,    3990,,    2170,,    1820,,     290,,     145,,     150,
"Mother tongue","          Yoruba",,    9085,,    4785,,    4300,,    4365,,    2260,,    2105,
"Mother tongue","          Niger-Congo languages; n.i.e.",,   19135,,    9435,,    9695,,    5155,,    2345,,    2810,
"Mother tongue","        Nilo-Saharan languages",,    5870,,    3025,,    2845,,    1610,,     810,,     800,
"Mother tongue","          Dinka",,    2120,,    1115,,    1000,,     345,,     170,,     175,
"Mother tongue","          Nilo-Saharan languages; n.i.e.",,    3755,,    1910,,    1840,,    1260,,     635,,     625,
"Mother tongue","        Sign languages",,    7500,,    3925,,    3575,,    3030,,    1570,,    1455,
"Mother tongue","          American Sign Language",,    2685,,    1320,,    1360,,    1305,,     640,,     670,
"Mother tongue","          Quebec Sign Language",,     695,,     340,,     355,,      20,,      10,,      15,
"Mother tongue","          Sign languages; n.i.e",,    4120,,    2265,,    1860,,    1700,,     925,,     780,
"Mother tongue","        Sino-Tibetan languages",, 1269215,,  589570,,  679645,,  611795,,  284865,,  326935,
"Mother tongue","          Chinese languages",, 1253360,,  581650,,  671715,,  602610,,  280340,,  322270,
"Mother tongue","            Cantonese",,  565270,,  262865,,  302405,,  275315,,  128090,,  147220,
"Mother tongue","            Hakka",,   10910,,    4900,,    6015,,    6985,,    3140,,    3840,
"Mother tongue","            Mandarin",,  592040,,  274630,,  317410,,  283735,,  132275,,  151460,
"Mother tongue","            Min Dong",,    1230,,     580,,     650,,     855,,     405,,     450,
"Mother tongue","            Min Nan (Chaochow; Teochow; Fukien; Taiwanese)",,   31795,,   14450,,   17350,,   13545,,    6240,,    7300,
"Mother tongue","            Wu (Shanghainese)",,   12915,,    5780,,    7140,,    6300,,    2825,,    3470,
"Mother tongue","            Chinese; n.o.s.",,   38580,,   18165,,   20410,,   15645,,    7235,,    8410,
"Mother tongue","            Chinese languages; n.i.e.",,     610,,     275,,     335,,     240,,     120,,     120,
"Mother tongue","          Tibeto-Burman languages",,   15850,,    7925,,    7935,,    9185,,    4520,,    4660,
"Mother tongue","            Burmese",,    3585,,    1795,,    1790,,    1640,,     775,,     865,
"Mother tongue","            Karenic languages",,    4705,,    2355,,    2350,,    1730,,     865,,     860,
"Mother tongue","            Tibetan",,    6165,,    3080,,    3080,,    5115,,    2530,,    2585,
"Mother tongue","            Tibeto-Burman languages; n.i.e.",,    1400,,     695,,     705,,     700,,     345,,     350,
"Mother tongue","        Tai-Kadai languages",,   22010,,    8870,,   13145,,    8485,,    3535,,    4945,
"Mother tongue","          Lao",,   12670,,    6145,,    6525,,    5190,,    2480,,    2710,
"Mother tongue","          Thai",,    9255,,    2690,,    6565,,    3270,,    1045,,    2220,
"Mother tongue","          Tai-Kadai languages; n.i.e",,      80,,      35,,      55,,      25,,      10,,      15,
"Mother tongue","        Turkic languages",,   40140,,   21120,,   19025,,   22615,,   11745,,   10870,
"Mother tongue","          Azerbaijani",,    3260,,    1785,,    1470,,    1990,,    1070,,     920,
"Mother tongue","          Turkish",,   32815,,   17375,,   15440,,   18415,,    9610,,    8810,
"Mother tongue","          Uyghur",,    1035,,     510,,     525,,     515,,     255,,     260,
"Mother tongue","          Uzbek",,    1715,,     855,,     865,,    1055,,     515,,     545,
"Mother tongue","          Turkic languages; n.i.e.",,    1315,,     590,,     720,,     640,,     295,,     345,
"Mother tongue","        Uralic languages",,   81985,,   37790,,   44195,,   50670,,   23095,,   27570,
"Mother tongue","          Estonian",,    5445,,    2325,,    3115,,    4205,,    1810,,    2400,
"Mother tongue","          Finnish",,   15295,,    6395,,    8900,,    9720,,    4140,,    5580,
"Mother tongue","          Hungarian",,   61235,,   29060,,   32175,,   36740,,   17150,,   19590,
"Mother tongue","          Uralic languages; n.i.e.",,      10,,       5,,       5,,       0,,       0,,       0,
"Mother tongue","        Other languages; n.i.e.",,    3690,,    2045,,    1645,,    1475,,     780,,     690,
"Language spoken most often at home","Total - Language spoken most often at home for the total population excluding institutional residents - 100% data",19,34767250,,17101165,,17666085,,13312865,, 6503875,, 6808990,
"Language spoken most often at home","  Single responses",,33103860,,16298475,,16805395,,12522045,, 6123955,, 6398085,
"Language spoken most often at home","    Official languages",,29106670,,14383020,,14723645,,10605725,, 5214425,, 5391300,
"Language spoken most often at home","      English",,22162865,,10966135,,11196730,,10328680,, 5084885,, 5243800,
"Language spoken most often at home","      French",, 6943800,, 3416890,, 3526910,,  277045,,  129540,,  147500,
"Language spoken most often at home","    Non-official languages",, 3997195,, 1915450,, 2081750,, 1916315,,  909530,, 1006780,
"Language spoken most often at home","      Aboriginal languages",,  118470,,   59720,,   58750,,    9210,,    4600,,    4610,
"Language spoken most often at home","        Algonquian languages",,   75080,,   37825,,   37260,,    8685,,    4370,,    4320,
"Language spoken most often at home","          Blackfoot",,    1115,,     555,,     555,,       0,,       0,,       0,
"Language spoken most often at home","          Cree-Montagnais languages",,   55825,,   28135,,   27685,,    2370,,    1205,,    1165,
"Language spoken most often at home","            Atikamekw",,    5465,,    2825,,    2640,,       0,,       0,,       0,
"Language spoken most often at home","            Montagnais (Innu)",,    8590,,    4195,,    4395,,       5,,       5,,       5,
"Language spoken most often at home","            Moose Cree",,      10,,       5,,       5,,      10,,      10,,       5,
"Language spoken most often at home","            Naskapi",,    1200,,     595,,     605,,      10,,       5,,       5,
"Language spoken most often at home","            Northern East Cree",,     110,,      55,,      60,,      20,,      10,,      15,
"Language spoken most often at home","            Plains Cree",,    1350,,     665,,     685,,       0,,       0,,       0,
"Language spoken most often at home","            Southern East Cree",,      20,,       5,,      15,,       0,,       0,,       0,
"Language spoken most often at home","            Swampy Cree",,     330,,     140,,     190,,     105,,      50,,      55,
"Language spoken most often at home","            Woods Cree",,     800,,     410,,     390,,       5,,       5,,       0,
"Language spoken most often at home","            Cree; n.o.s.",,   37945,,   19240,,   18710,,    2220,,    1135,,    1085,
"Language spoken most often at home","          Eastern Algonquian languages",,    3615,,    1795,,    1820,,       5,,       5,,       5,
"Language spoken most often at home","            Malecite",,      55,,      30,,      30,,       0,,       0,,       0,
"Language spoken most often at home","            Mi'kmaq",,    3560,,    1770,,    1795,,       5,,       5,,       0,
"Language spoken most often at home","          Ojibway-Potawatomi languages",,   14525,,    7335,,    7190,,    6305,,    3155,,    3145,
"Language spoken most often at home","            Algonquin",,     370,,     170,,     200,,       5,,       0,,       0,
"Language spoken most often at home","            Ojibway",,    6175,,    3165,,    3015,,    3315,,    1695,,    1620,
"Language spoken most often at home","            Oji-Cree",,    7900,,    3960,,    3940,,    2905,,    1420,,    1490,
"Language spoken most often at home","            Ottawa (Odawa)",,      75,,      40,,      35,,      75,,      40,,      35,
"Language spoken most often at home","          Algonquian languages; n.i.e.",,       5,,       5,,       5,,       5,,       0,,       0,
"Language spoken most often at home","        Athabaskan languages",,   10265,,    5125,,    5135,,      20,,      10,,      10,
"Language spoken most often at home","          Northern Athabaskan languages",,   10255,,    5120,,    5135,,      15,,      10,,      10,
"Language spoken most often at home","            Babine (Wetsuwet'en)",,      15,,      10,,      10,,       0,,       0,,       0,
"Language spoken most often at home","            Beaver",,      50,,      30,,      20,,       0,,       0,,       0,
"Language spoken most often at home","            Carrier",,     245,,     115,,     130,,       0,,       5,,       0,
"Language spoken most often at home","            Chilcotin",,     255,,     125,,     130,,       0,,       0,,       0,
"Language spoken most often at home","            Dene",,    7710,,    3805,,    3905,,       5,,       0,,       5,
"Language spoken most often at home","            Dogrib (Tlicho)",,    1020,,     550,,     475,,       0,,       0,,       5,
"Language spoken most often at home","            Gwich'in",,      45,,      25,,      25,,       5,,       0,,       0,
"Language spoken most often at home","            Sarsi (Sarcee)",,      10,,       5,,       5,,       5,,       5,,       0,
"Language spoken most often at home","            Sekani",,      15,,      10,,       5,,       0,,       0,,       0,
"Language spoken most often at home","            Slavey-Hare languages",,     820,,     425,,     395,,       0,,       0,,       0,
